wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5370.443617140671,1228.6359146624727,1371.3724972375728,1187.1885526949545
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5336.973203312445,1223.0684341345923,1365.1579297116227,1181.808971082332
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5330.0164036414835,1223.617176712328,1365.7704505433758,1182.339193948217
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5498.216267027727,1287.2537347858454,1436.803242716872,1243.8280587926554
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5752.988399776722,1388.7187311128532,1550.0611280452174,1341.8686762375082
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,6039.868761700969,1502.5632169027635,1677.137323616182,1451.8709832751285
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,6355.273634503009,1627.9233795549499,1817.0676191896991,1573.0003204289708
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6716.9068980586235,1770.817635271413,1976.569928496999,1711.0719861945142
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,7132.989140151387,1934.466965946324,2159.239784125163,1869.19825638228
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,7609.427659389927,2121.6609826170284,2368.190664633364,2050.074594437129
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,8171.045769436522,2341.596474164504,2613.6884397822905,2262.587403483692
