wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5481.167220018845,1273.6745658040102,1442.754545486547,1202.4798698292
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5486.491126842095,1277.0714263703655,1446.602523776113,1205.686777751764
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5466.951411778747,1274.8755343294617,1444.1150078081864,1203.613680123672
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5532.525614023299,1315.677789914589,1490.3359787870957,1242.13427116307
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5649.588714404572,1385.1601953640682,1569.045947139821,1307.7312163900053
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5776.14393385061,1459.4419512380898,1653.1926403380041,1377.8591320818655
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,5905.569996111723,1536.1994286518352,1740.143841566404,1450.3243268185129
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6049.867960190358,1620.0932904794256,1835.1791698156367,1529.526838930473
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6199.393404785366,1707.7833244283527,1934.5148182048974,1612.313240994206
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6358.18268898272,1800.3305186624336,2039.352678698868,1699.6851906526504
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,6528.720014521618,1899.6467916128959,2151.8585807365484,1793.4476917452728
