wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,4298.094665812707,989.9190904658736,1103.4837081867806,950.5509734358166
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,4292.202536470632,990.2098856310115,1103.8078819957495,950.8301976171126
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,4287.402878210513,990.9111159176135,1104.5896023275307,951.5035253616909
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,4358.256932345908,1026.8480962202116,1144.6515744101953,986.0105430368028
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,4487.720425568756,1090.274528799041,1215.358349155327,1046.9131845953846
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,4591.01886583447,1149.198906427068,1281.046304894661,1103.4929117506542
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,4782.968505687941,1233.436155890237,1374.9526461592307,1184.3782903120302
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,4945.06476997862,1312.0044251356314,1462.5392987546545,1259.8202621395233
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,5123.520653729786,1398.4576664722806,1558.9159923922741,1342.8334563966594
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,5317.526239631366,1492.073812228234,1663.2777775556897,1432.7245370905755
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,5532.588266480767,1595.4072485893523,1778.4722431965768,1531.9462492355262
