wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5075.963360648793,1095.5881286036185,1192.2964274327444,1069.2481510341547
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5069.9586424585395,1096.4769260921667,1193.2637192643174,1070.115569393304
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5063.637026068122,1097.1538569368563,1194.0004334034156,1070.7762173475614
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5131.037632828525,1133.4781300307134,1233.532692556077,1106.2267465967316
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5251.633205007996,1196.1241388262936,1301.711297209439,1167.3658686767017
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5381.217866745558,1262.8716786088046,1374.3536604486658,1232.5078635421191
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,5519.468839962318,1333.9902670913175,1451.7531025021306,1301.9157659286202
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,5666.24757447009,1409.475086457448,1533.9043800669497,1375.5848739075461
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,5824.695854072977,1490.4030441498305,1621.9795079001888,1454.5661909964379
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6002.972220988086,1579.1987573707866,1718.6172337984099,1541.2260126701378
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,6174.909189057584,1669.269410634199,1816.6424963455338,1629.1301069862461
