wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg
2150.0,219.2389857902546,0.1055989351527568,0.13273667308127043,0.0891692002963865,6687.206042694056
