wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,6684.779589157855,1534.1487854703394,1727.531239929838,1471.9488333328934
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,6679.911906539459,1536.7125957558058,1730.4183358174014,1474.40866133603
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,6681.307163316616,1538.4460843985275,1732.3704100250409,1476.0718436434963
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,6801.943342151694,1597.5106428690626,1798.8827587848946,1532.7408786896333
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,7048.712034195868,1706.5910027102818,1921.7176893165233,1637.3971885775836
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,7324.458831319705,1827.3038457453754,2057.651909831333,1753.214194741899
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,7629.9092485092215,1960.912965937976,2208.108573351143,1881.4044345530565
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,7957.294577642717,2103.9434569546665,2369.174602593382,2018.6339359322033
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,8333.1878578435,2267.3407246711818,2553.175572687649,2175.4041841224007
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,8755.244536276281,2450.332565589185,2759.2419085499173,2350.9742944333516
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,9207.075659804952,2646.2694689492005,2979.8856243191353,2538.9644450560704
