wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg
2200.0,224.33756685514422,0.10887363906245565,0.1671978768409901,0.16092096913434836,12401.749957075144
