scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.134223580727856,0.134223580727856,0.134223580727856,5477.1500314274435,1293.5057977294186,1418.945894216015,1261.7156902952008,ok,
refine,1,2032.5,207.25732028776392,0.13404635767169779,0.13404635767169779,0.13404635767169779,5455.122432183709,1286.0485116961972,1410.7651151027433,1254.4417580968925,ok,
focus,0,2047.5,208.7868946072308,0.1339769538226535,0.1339769538226535,0.1339769538226535,5444.333425464389,1282.0711448409086,1406.4018709478842,1250.5621835835527,ok,
refine,1,2057.5,209.80661082020876,0.13393280377865113,0.13393280377865113,0.13393280377865113,5438.907667016418,1280.5889736368079,1404.775902039788,1249.1164548295687,ok,
refine,1,2082.5,212.35590135265358,0.13382966725302828,0.13382966725302828,0.13382966725302828,5434.376507454173,1279.9446202912286,1404.0690346395572,1248.48794433304,ok,
focus,0,2097.5,213.88547567212046,0.1337726301985523,0.1337726301985523,0.1337726301985523,5420.22049850819,1274.4356834785324,1398.0256302411115,1243.1144568897796,ok,
refine,1,2107.5,214.9051918850984,0.13373657608989112,0.13373657608989112,0.13373657608989112,5416.175857770445,1273.170876575325,1396.6381139449704,1241.8807480556413,ok,
refine,1,2132.5,217.4544824175432,0.1336531753425054,0.1336531753425054,0.1336531753425054,5411.715088430836,1272.9172411687427,1396.3598712669625,1241.6333488352882,ok,
focus,0,2147.5,218.9840567370101,0.13360764468187336,0.13360764468187336,0.13360764468187336,5399.4221473226735,1268.2135991413631,1391.1998899704865,1237.0453562278094,ok,
refine,1,2157.5,220.00377294998802,0.13357912613836467,0.13357912613836467,0.13357912613836467,5394.486850716878,1266.5357788744486,1389.3592904636082,1235.4087888750066,ok,
refine,1,2182.5,222.55306348243286,0.13351410476303432,0.13351410476303432,0.13351410476303432,5391.4343809819275,1266.503437209078,1389.3238110654233,1235.3772424008553,ok,
refine,2,2190.0,223.3178506421663,0.1334963121600237,0.1334963121600237,0.1334963121600237,5379.59664875047,1261.9646298537639,1384.3446564177268,1230.9500316412493,ok,
focus,0,2197.5,224.08263780189975,0.13347929601023756,0.13347929601023756,0.13347929601023756,5379.522669505111,1262.3297304866285,1384.7451784867844,1231.3061554692993,ok,
refine,2,2202.5,224.5924959083887,0.1334683793159201,0.1334683793159201,0.1334683793159201,5379.4819106152945,1262.5767184067222,1385.0161287505841,1231.5470706462902,ok,
refine,1,2207.5,225.10235401487768,0.13345780180643033,0.13345780180643033,0.13345780180643033,5376.075907626306,1261.3081565263626,1383.6244931758583,1230.3096991593995,ok,
refine,2,2215.0,225.8671411746111,0.13344256643343486,0.13344256643343486,0.13344256643343486,5377.409349253132,1262.305730283009,1384.71884982464,1231.282745363653,ok,
