scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1612.5,450.0,164.42923934269095,0.11653570306970394,0.18000925135599624,0.10632030722753238,9897.633752335161,2448.6187972883286,1495.7872746984767,1585.0212416390168,ok,
global,1,1712.5,350.0,174.62640147247023,0.126603477097509,0.1768821654942946,0.10196778638706204,8609.50296864424,2091.900287584802,1247.274536824433,1497.104988939515,ok,
global,1,1812.5,250.0,184.8235636022495,0.1369434376403505,0.17422507835678464,0.0982011952396249,7758.416242208496,1857.5678121007643,1082.8789639559698,1459.906230289641,ok,
global,1,1912.5,150.0,195.02072573202878,0.14754865764183397,0.17196439503734504,0.09492864194807084,7147.907192573076,1688.1660564380043,963.8398079976744,1448.3102782611945,ok,
local,2,1936.821299161,125.67870083899993,197.5008080395446,0.15016735107262272,0.1714675686064202,0.09419875602815214,7039.428575180856,1659.1518979325801,942.6987859265715,1452.8789175665256,ok,
global,1,1962.5,100.0,200.11930679691844,0.15294871327860363,0.1709638024740198,0.0934540346594912,6927.198689191005,1627.5890596519432,920.1856722654165,1455.9153574051631,ok,
refine,3,1971.821299161,90.67870083899993,201.06981478496735,0.15396251749811057,0.17078606048413097,0.09319008611459764,6891.291540290519,1617.6757992264706,912.9499504445473,1458.1552760251463,ok,
local,2,1986.821299161,75.67870083899993,202.59938910443427,0.15559860222104954,0.17050562055355387,0.09277229389406481,6814.925064948508,1596.8626441355575,898.6191430843855,1457.0829710689047,ok,
refine,3,1996.821299161,65.67870083899993,203.6191053174122,0.15669250547104224,0.17032242259184274,0.09249845224065721,6777.137069071281,1585.9492549984452,890.8167707558624,1458.865969147969,ok,
local,2,2011.821299161,50.67870083899993,205.14867963687908,0.1583381158483545,0.17005315662892057,0.09209457977673147,6717.075508476211,1569.677568593087,879.2052371044603,1461.3725684962064,ok,
global,1,2012.5,50.0,205.21788786180807,0.15841270900359258,0.1700411281765516,0.09207649889132913,6714.374279428495,1568.8736335709493,878.6452508742584,1461.415572031692,ok,
