wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg
2450.0,249.83047217959245,0.14896436652237055,0.150161413576199,0.13560960859538726,10317.40890272087
