scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1612.5,450.0,164.42923934269095,0.11653570306970394,0.18000853790837207,0.07136871478427803,13359.36430623074,3305.2104461226286,1355.3147153444286,2139.5116114215916,ok,
global,1,1712.5,350.0,174.62640147247023,0.126603477097509,0.17687557921867195,0.0694217640127003,12175.02181475543,2959.1044004937585,1201.1944967621957,2117.813361406136,ok,
global,1,1812.5,250.0,184.8235636022495,0.1369434376403505,0.17421076985442852,0.06781609425868515,11344.631716073458,2716.0543262354677,1093.4855941704145,2134.785968030986,ok,
global,1,1912.5,150.0,195.02072573202878,0.14754865764183397,0.17194020836204166,0.06649819776005828,10732.305889227253,2535.944163278185,1014.3523196736598,2175.9412376227588,ok,
local,2,1936.848822679,125.65117732099998,197.5036146572989,0.15017032318978027,0.1714400615246634,0.06621582743649802,10606.027186016086,2498.8667078288645,998.1798287151848,2188.5907321644054,ok,
global,1,1962.5,100.0,200.11930679691844,0.15294871327860363,0.17093376390729118,0.06593342542633929,10500.205106500136,2467.040708857597,984.1954212474524,2207.211346356445,ok,
refine,3,1971.848822679,90.65117732099998,201.07262140272164,0.1539655142997937,0.17075433413298066,0.06583423068750306,10458.876192780253,2454.7152063527,978.834140024286,2213.1072670101735,ok,
local,2,1986.848822679,75.65117732099998,202.60219572218853,0.15560160954020752,0.17047198486076015,0.06567913284122703,10375.045892703789,2430.5863769095085,968.5107501433977,2218.307676023122,ok,
refine,3,1996.848822679,65.65117732099998,203.62191193516645,0.1566955197815973,0.1702874793797662,0.06557846431030125,10314.753046226102,2412.2751172024996,960.7861985695267,2219.475462357591,ok,
local,2,2011.848822679,50.65117732099998,205.15148625463334,0.15834114061590265,0.17001619925362316,0.06543147520817401,10281.943856667513,2402.8697223262266,956.4300419113158,2237.6044907198857,ok,
global,1,2012.5,50.0,205.21788786180807,0.15841270900359258,0.1700045694425782,0.06542520183781042,10267.41172736816,2398.2053105835735,954.544522941856,2234.423167733753,ok,
local,2,2036.848822679,25.651177320999977,207.70077678707818,0.16109647497355495,0.16957830928103218,0.06519693402465256,10170.52170181761,2369.611613091778,942.2351925972986,2250.8292166215997,ok,
refine,4,2039.348822679,23.151177320999977,207.95570584032265,0.16137287412881574,0.16953547875809263,0.06517418275449213,10174.42910201292,2370.881305098392,942.6562866469824,2256.469032312848,ok,
refine,3,2046.848822679,15.651177320999977,208.7204930000561,0.16220301352422442,0.16940801458527932,0.06510668258743578,10116.533926791537,2353.813672772825,935.5877432445947,2253.4436232661046,ok,
refine,4,2051.848822679,10.651177320999977,209.23035110654507,0.16275722384528776,0.16932388825365915,0.06506230592486792,10103.614333807585,2349.9213424987242,933.8684059137532,2258.5255899077633,ok,
local,2,2061.848822679,0.6511773209999774,210.250067319523,0.16386752305657357,0.16915765237757086,0.0649750325625153,10071.756390328183,2340.5318867730243,929.8121874153358,2267.082078383013,ok,
seed,0,2062.5,0.0,210.31646892669772,0.16393990998423658,0.16914692000607973,0.06496941743179782,10070.185843227655,2340.085380895961,929.6057153569622,2267.785363323897,ok,
