wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.2032470308866364,0.2032470308866364,0.2032470308866364,20987.624882353506,7758.865360441035,8660.586326098703,7497.026921557856
2050.0,209.0418236604753,0.19908464534134643,0.19908464534134643,0.19908464534134643,17858.816339352485,6468.439603862248,7220.179186687198,6250.152210854795
2100.0,214.14040472536493,0.19513962749311592,0.19513962749311592,0.19513962749311592,15697.616097627,5570.1132781273245,6217.443735605953,5382.143825399655
2150.0,219.2389857902546,0.191396812153778,0.191396812153778,0.191396812153778,14177.01890320754,4933.918516700031,5507.306424920522,4767.420231220505
2200.0,224.33756685514422,0.18784241278863548,0.18784241278863548,0.18784241278863548,13041.88543564864,4456.357847822627,4974.240656939512,4305.976930190642
2250.0,229.43614792003387,0.18446386833274186,0.18446386833274186,0.18446386833274186,12110.674128245097,4063.265821938058,4535.4610079413205,3926.15150935127
2300.0,234.5347289849235,0.181249709987668,0.181249709987668,0.181249709987668,11369.453637625787,3749.3816518005106,4185.095248958754,3622.860729669261
2350.0,239.63331004981316,0.178189445022936,0.178189445022936,0.178189445022936,10729.671356464249,3477.9787745881254,3882.1482254662997,3360.6175263831137
2400.0,244.7318911147028,0.17527345510227454,0.17527345510227454,0.17527345510227454,10196.814473066606,3251.091804572272,3628.891027379426,3141.3878468308067
2450.0,249.83047217959245,0.17249290705972004,0.17249290705972004,0.17249290705972004,9753.91490513401,3061.584039098825,3417.3574796567145,2958.2758475189253
2500.0,254.92905324448208,0.1766429556071445,0.1766429556071445,0.1766429556071445,10307.70523230347,3311.8468193379917,3696.7073713863883,3200.0924186153984
2550.0,260.0276343093717,0.18149076442426698,0.18149076442426698,0.18149076442426698,11081.13585268293,3658.5945068809174,4083.7562520871556,3535.1375929602623
2600.0,265.12621537426134,0.1863817204019173,0.1863817204019173,0.1863817204019173,11998.829227224138,4068.0266530770664,4540.775172764209,3930.751665477179
