scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.134223580727856,0.134223580727856,0.134223580727856,5244.279012463999,1207.2863311213002,1313.9735409754403,1179.2811703987325,ok,
refine,1,2032.5,207.25732028776392,0.13404635767169779,0.13404635767169779,0.13404635767169779,5233.1762443776615,1204.1718521508863,1310.5837112234547,1176.238970410059,ok,
focus,0,2047.5,208.7868946072308,0.1339769538226535,0.1339769538226535,0.1339769538226535,5218.867330177087,1198.887896093791,1304.8326011274548,1171.0776412729062,ok,
refine,1,2057.5,209.80661082020876,0.13393280377865113,0.13393280377865113,0.13393280377865113,5214.616808131472,1197.5011982361211,1303.3233054476327,1169.7231250771088,ok,
refine,1,2082.5,212.35590135265358,0.13382966725302828,0.13382966725302828,0.13382966725302828,5210.411077773112,1196.9246445274619,1302.695778681905,1169.15995168515,ok,
focus,0,2097.5,213.88547567212046,0.1337726301985523,0.1337726301985523,0.1337726301985523,5196.447841700364,1191.7651456515669,1297.0801290143395,1164.1201914007122,ok,
refine,1,2107.5,214.9051918850984,0.13373657608989112,0.13373657608989112,0.13373657608989112,5207.281889033994,1195.1282194664052,1300.740531856664,1167.4052169920233,ok,
refine,1,2132.5,217.4544824175432,0.1336531753425054,0.1336531753425054,0.1336531753425054,5188.238382533798,1188.1745430439232,1293.172081580862,1160.612917369945,ok,
focus,0,2147.5,218.9840567370101,0.13360764468187336,0.13360764468187336,0.13360764468187336,5194.641108968428,1190.778341354013,1296.0060814452236,1163.1562882723367,ok,
refine,1,2157.5,220.00377294998802,0.13357912613836467,0.13357912613836467,0.13357912613836467,5178.983745428792,1186.971148199265,1291.8622947155272,1159.4374501994914,ok,
refine,2,2175.0,221.7882763226994,0.13353268193158419,0.13353268193158419,0.13353268193158419,5169.957945377264,1184.1380697230804,1288.7787440479808,1156.6701201291862,ok,
refine,1,2182.5,222.55306348243286,0.13351410476303432,0.13351410476303432,0.13351410476303432,5169.627015828157,1184.3723030055166,1289.0336858720386,1156.8989174644528,ok,
refine,2,2187.5,223.06292158892182,0.13350215635673485,0.13350215635673485,0.13350215635673485,5167.752331045285,1183.7759977820256,1288.3846613619821,1156.3164509391097,ok,
focus,0,2197.5,224.08263780189975,0.13347929601023756,0.13347929601023756,0.13347929601023756,5163.680676157437,1182.4346616323837,1286.9247378143637,1155.0062437237098,ok,
refine,2,2200.0,224.33756685514422,0.13347379511886032,0.13347379511886032,0.13347379511886032,5164.686255970084,1183.0199523596746,1287.5617740376867,1155.5779513707512,ok,
refine,1,2207.5,225.10235401487768,0.13345780180643033,0.13345780180643033,0.13345780180643033,5157.775122515257,1180.2557893116627,1284.5532316045867,1152.8779373802138,ok,
refine,2,2212.5,225.61221212136664,0.13344756115678522,0.13344756115678522,0.13344756115678522,5161.236178547877,1182.0861102976585,1286.5453710901797,1154.6657813617464,ok,
refine,2,2225.0,226.88685738758906,0.13342341822035858,0.13342341822035858,0.13342341822035858,5161.387499348773,1181.08321385885,1285.4538086751727,1153.6861595489918,ok,
refine,1,2232.5,227.6516445473225,0.1334099213666311,0.1334099213666311,0.1334099213666311,5154.809976179152,1180.172225711101,1284.4622801542607,1152.7963130741587,ok,
refine,2,2237.5,228.16150265381145,0.13340133084795402,0.13340133084795402,0.13340133084795402,5158.274675983864,1180.9223906635912,1285.2787671169292,1153.529068643115,ok,
focus,0,2247.5,229.18121886678938,0.13338511761596494,0.13338511761596494,0.13338511761596494,5147.489953687319,1176.50696154102,1280.472970336903,1149.216110182237,ok,
refine,2,2250.0,229.43614792003387,0.13338126434472317,0.13338126434472317,0.13338126434472317,5144.396324420221,1176.3035079922124,1280.2515294797176,1149.0173782627867,ok,
refine,1,2257.5,230.2009350797673,0.13337018030675493,0.13337018030675493,0.13337018030675493,5145.678491010817,1177.2653417076542,1281.2983988199958,1149.9568903115176,ok,
refine,2,2262.5,230.71079318625627,0.13336318476157133,0.13336318476157133,0.13336318476157133,5143.891911623395,1176.7002237515665,1280.6833188406074,1149.4048872779633,ok,
refine,3,2271.25,231.60304487261197,0.13335169345099065,0.13335169345099065,0.13335169345099065,5142.469619837127,1176.4885087549019,1280.4528861417664,1149.1980856374405,ok,
refine,2,2275.0,231.9854384524787,0.13334705887482903,0.13334705887482903,0.13334705887482903,5141.959093024047,1176.4426990069403,1280.4030263584618,1149.1533390149546,ok,
refine,3,2277.5,232.24036750572319,0.13334406526726897,0.13334406526726897,0.13334406526726897,5140.91683421724,1176.0911729682007,1280.0204219369723,1148.809970984144,ok,
refine,1,2282.5,232.75022561221215,0.13333830756082632,0.13333830756082632,0.13333830756082632,5141.864134529908,1176.7739115674742,1280.7635213891222,1149.47686499072,ok,
refine,3,2283.75,232.87769013883437,0.1333369157623594,0.1333369157623594,0.1333369157623594,5142.260866142547,1175.673205448446,1279.5655019496207,1148.4017034068245,ok,
refine,2,2287.5,233.2600837187011,0.1333328541665923,0.1333328541665923,0.1333328541665923,5138.551472999822,1175.8756441757846,1279.7858382650702,1148.5994440561808,ok,
refine,3,2290.0,233.51501277194558,0.1333302409533465,0.1333302409533465,0.1333302409533465,5132.218919017661,1173.1034770872207,1276.7685841549744,1145.8916117781196,ok,
refine,3,2296.25,234.1523354050568,0.13332403689942296,0.13332403689942296,0.13332403689942296,5132.564224641381,1173.571707837984,1277.2782111406786,1146.3489761071776,ok,
focus,0,2297.5,234.27979993167904,0.1333228522353888,0.1333228522353888,0.1333228522353888,5131.119151202513,1172.9724015724987,1276.6259202667984,1145.763578186244,ok,
refine,2,2300.0,234.5347289849235,0.13332053880570605,0.13332053880570605,0.13332053880570605,5135.252861874394,1174.9882602076586,1278.8200007669964,1147.7326539691624,ok,
refine,3,2302.5,234.789658038168,0.13331829970132358,0.13331829970132358,0.13331829970132358,5131.9491330543415,1173.6001500957414,1277.3091679756662,1146.3767582938767,ok,
refine,1,2307.5,235.29951614465696,0.1333140434849098,0.1333140434849098,0.1333140434849098,5125.223206890946,1170.7686912473866,1274.2273801270876,1143.6110102640391,ok,
refine,3,2308.75,235.4269806712792,0.13331302550076773,0.13331302550076773,0.13331302550076773,5130.864629765834,1173.4131695852084,1277.1056565364604,1146.194117116194,ok,
refine,4,2310.625,235.61817746121255,0.13331153295330572,0.13331153295330572,0.13331153295330572,5127.481589413576,1171.9572025433815,1275.5209675906756,1144.7719392944039,ok,
focus,0,2312.5,235.80937425114593,0.13331008162936606,0.13331008162936606,0.13331008162936606,5129.988881607094,1173.197589354751,1276.8710168788846,1145.9835399439328,ok,
refine,4,2313.75,235.93683877776817,0.13330913693161844,0.13330913693161844,0.13330913693161844,5128.019699170269,1172.357971848277,1275.957168870672,1145.1634077828396,ok,
refine,3,2315.0,236.0643033043904,0.1333082104799115,0.1333082104799115,0.1333082104799115,5129.556166396556,1173.1229635583013,1276.78979342306,1145.9106460187306,ok,
