scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.134223580727856,0.134223580727856,0.134223580727856,5103.370695380317,1150.5615462895216,1243.867572200159,1125.247942482278,ok,
refine,1,2032.5,207.25732028776392,0.13404635767169779,0.13404635767169779,0.13404635767169779,5094.385527420236,1146.658788647604,1239.6481641425896,1121.4310910086808,ok,
focus,0,2047.5,208.7868946072308,0.1339769538226535,0.1339769538226535,0.1339769538226535,5078.525152793001,1142.2848152636893,1234.9193082327417,1117.1533960330676,ok,
refine,1,2057.5,209.80661082020876,0.13393280377865113,0.13393280377865113,0.13393280377865113,5074.5953428584,1141.0210972731627,1233.5530584265912,1115.917494571356,ok,
refine,1,2082.5,212.35590135265358,0.13382966725302828,0.13382966725302828,0.13382966725302828,5070.5594401979015,1140.475096743307,1232.96275811935,1115.3835124186896,ok,
focus,0,2097.5,213.88547567212046,0.1337726301985523,0.1337726301985523,0.1337726301985523,5064.555690974095,1136.8406577704357,1229.033438778028,1111.829073475234,ok,
refine,1,2107.5,214.9051918850984,0.13373657608989112,0.13373657608989112,0.13373657608989112,5054.592894840238,1134.852532752637,1226.8840071480806,1109.8847103863307,ok,
refine,1,2132.5,217.4544824175432,0.1336531753425054,0.1336531753425054,0.1336531753425054,5051.0011181236205,1134.484501676798,1226.4861158544597,1109.5247802848405,ok,
focus,0,2147.5,218.9840567370101,0.13360764468187336,0.13360764468187336,0.13360764468187336,5041.1410995792085,1130.7530099338799,1222.4517723880065,1105.8754248637665,ok,
refine,1,2157.5,220.00377294998802,0.13357912613836467,0.13357912613836467,0.13357912613836467,5036.97302526233,1129.3556696766618,1220.9410589864817,1104.5088423830625,ok,
refine,2,2175.0,221.7882763226994,0.13353268193158419,0.13353268193158419,0.13353268193158419,5035.18379160788,1129.4134370602833,1221.0035133243975,1104.5653382107644,ok,
refine,1,2182.5,222.55306348243286,0.13351410476303432,0.13351410476303432,0.13351410476303432,5034.238924989309,1129.3559332356583,1220.9413439293264,1104.5091001406881,ok,
refine,2,2187.5,223.06292158892182,0.13350215635673485,0.13350215635673485,0.13350215635673485,5032.593553905972,1128.8539770381838,1220.3986615364115,1104.0181928316015,ok,
focus,0,2197.5,224.08263780189975,0.13347929601023756,0.13347929601023756,0.13347929601023756,5024.126087036828,1125.8345626808239,1217.1342671193338,1101.0652407918672,ok,
refine,2,2200.0,224.33756685514422,0.13347379511886032,0.13347379511886032,0.13347379511886032,5032.365258845053,1128.0339742642689,1219.5121278711558,1103.2162396786935,ok,
refine,1,2207.5,225.10235401487768,0.13345780180643033,0.13345780180643033,0.13345780180643033,5021.314197192014,1125.044137361016,1216.279710673708,1100.292214044248,ok,
refine,2,2212.5,225.61221212136664,0.13344756115678522,0.13344756115678522,0.13344756115678522,5022.484396025675,1125.8251818046506,1217.1241251261579,1101.0560664043364,ok,
refine,2,2225.0,226.88685738758906,0.13342341822035858,0.13342341822035858,0.13342341822035858,5020.086405750285,1125.3444710168246,1216.60441188833,1100.5859368581969,ok,
refine,1,2232.5,227.6516445473225,0.1334099213666311,0.1334099213666311,0.1334099213666311,5018.459125840012,1124.9686482314519,1216.1980967367208,1100.2183865556224,ok,
refine,2,2237.5,228.16150265381145,0.13340133084795402,0.13340133084795402,0.13340133084795402,5017.164031619401,1124.6213249864177,1215.8225934344837,1099.878708471238,ok,
focus,0,2247.5,229.18121886678938,0.13338511761596494,0.13338511761596494,0.13338511761596494,5010.621167149044,1122.1157013910558,1213.11367617175,1097.4282378067219,ok,
refine,2,2250.0,229.43614792003387,0.13338126434472317,0.13338126434472317,0.13338126434472317,5014.028983927834,1123.7979775735105,1214.9324437630887,1099.0734843003895,ok,
refine,1,2257.5,230.2009350797673,0.13337018030675493,0.13337018030675493,0.13337018030675493,5013.658779857554,1123.9945577123283,1215.1449734233856,1099.2657373843288,ok,
refine,2,2262.5,230.71079318625627,0.13336318476157133,0.13336318476157133,0.13336318476157133,5010.83354022792,1122.9439427343668,1214.009116842391,1098.2382481844495,ok,
refine,3,2271.25,231.60304487261197,0.13335169345099065,0.13335169345099065,0.13335169345099065,5006.968993337467,1121.5981134078909,1212.5540937088554,1096.9220427934722,ok,
refine,2,2275.0,231.9854384524787,0.13334705887482903,0.13334705887482903,0.13334705887482903,5007.651552261341,1122.0930122755938,1213.0891461758383,1097.4060481163206,ok,
refine,3,2277.5,232.24036750572319,0.13334406526726897,0.13334406526726897,0.13334406526726897,5005.44597598434,1121.2028784556635,1212.1267913850327,1096.5355076180308,ok,
refine,1,2282.5,232.75022561221215,0.13333830756082632,0.13333830756082632,0.13333830756082632,4999.742196105291,1119.178490066906,1209.9381543276015,1094.555679375105,ok,
