wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,min_combined_curve_key,min_combined_wing_loading_pa,min_combined_wing_loading_kg_per_m2,min_combined_p_w_kw_per_kg,min_takeoff_curve_key,min_takeoff_wing_loading_pa,min_takeoff_wing_loading_kg_per_m2,min_takeoff_p_w_kw_per_kg,min_climb_curve_key,min_climb_wing_loading_pa,min_climb_wing_loading_kg_per_m2,min_climb_p_w_kw_per_kg,min_cruise_curve_key,min_cruise_wing_loading_pa,min_cruise_wing_loading_kg_per_m2,min_cruise_p_w_kw_per_kg
2312.5,235.80937425114593,0.1924999238149432,0.19640312025483414,0.06048216656350931,13565.578830900493,combined,2312.5,235.80937425114593,0.19640312025483414,take-off,1462.5,149.133496148022,0.10196095715984652,climb,2312.5,235.80937425114593,0.19640312025483414,cruise,1712.5,174.62640147247023,0.05785780148992181
