wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg
2350.0,239.63331004981316,0.11889223390190964,0.13391371732491214,0.15851776146459406,14029.47602857611
