scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1462.5,650.0,149.133496148022,0.10196095715984652,0.18613335309327453,0.22537881161995224,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
global,1,1612.5,500.0,164.42923934269095,0.11653570306970394,0.18045160131382162,0.20653847971897085,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
global,1,1712.5,400.0,174.62640147247023,0.126603477097509,0.1774004132543157,0.19592032502410026,25297.98654058038,6141.411159534187,7043.235172095144,4382.434110196078,ok,
global,1,1862.5,250.0,189.92214466713915,0.14221330294994747,0.17369493838539307,0.18228056065605636,15034.113861439568,3574.385287560116,3895.214302646806,2926.2446710388754,ok,
global,1,1962.5,150.0,200.11930679691844,0.15294871327860363,0.17170391040549754,0.1744403921813087,12448.454962886944,2924.5462793660254,3085.3342065773595,2604.835775101901,ok,
global,1,2012.5,100.0,205.21788786180807,0.15841270900359258,0.1708312499478806,0.17084017514500485,11585.670696887422,2708.7895620275935,2813.042526433535,2511.6127663994466,ok,
global,1,2062.5,50.0,210.31646892669772,0.16393990998423658,0.170032765087537,0.1674325246257089,10872.67582797682,2529.9098272421024,2586.9845556150512,2439.008507603907,ok,
seed,0,2112.5,0.0,215.41504999158735,0.16952960597438926,0.16930334526618485,0.16420376726126623,10271.891589842258,2380.022469498499,2397.034581502469,2382.96292395811,ok,
local,2,2137.019410416,24.519410416000028,217.91533402497288,0.17229335553377423,0.16896946110031882,0.16268198725305666,10025.643412042476,2318.594129352957,2318.1133572194044,2363.9660199851182,ok,
global,1,2162.5,50.0,220.51363105647698,0.1751811099843143,0.1686383514199383,0.16114149427793,9784.05030384903,2258.2088388666944,2240.7571159509525,2345.585527026127,ok,
local,2,2187.019410416,74.51941041600003,223.0139150898625,0.17797492514443844,0.16833449441958284,0.15969716692049832,9560.494694687413,2202.2530446064347,2169.563042715692,2328.140142268035,ok,
local,2,2212.019410416,99.51941041600003,225.56320562230732,0.18083855930212053,0.16803910156982346,0.1582616553458477,9353.741358131347,2150.9356293803007,2103.6479233805335,2314.537934048099,ok,
global,1,2212.5,100.0,225.61221212136664,0.18089375704832128,0.16803356259213006,0.15823441859901485,9352.374621806257,2150.7405051604896,2103.163476745351,2315.1107005313243,ok,
refine,3,2222.019410416,109.51941041600003,226.58292183528525,0.18198825266488788,0.16792491599480405,0.15769766549340014,9292.000418397338,2136.256527346801,2083.267515323604,2314.929752487691,ok,
local,2,2237.019410416,124.51941041600003,228.11249615475214,0.18371731941605357,0.16775780135086632,0.15686238049886236,9164.942860471623,2104.1789806740826,2043.1359145314252,2304.1260231688284,ok,
refine,3,2247.019410416,134.51941041600003,229.1322123677301,0.18487304107031563,0.1676491258223641,0.15631254591734986,9090.806889217032,2085.767105490966,2019.4674201786686,2299.822305522269,ok,
local,2,2262.019410416,149.51941041600003,230.66178668719698,0.18661112683369796,0.16749014417197114,0.15549814090683942,8984.754226640445,2059.3562150098373,1985.3935614215486,2294.2227715611166,ok,
global,1,2262.5,150.0,230.71079318625627,0.18666690308112163,0.16748512963073556,0.1554722509004709,8984.052904856762,2059.5385622337863,1985.2911983621598,2295.182404906005,ok,
local,2,2287.019410416,174.51941041600003,233.2110772196418,0.1895199041096901,0.16723570001034138,0.15416778763151004,8819.62440356737,2018.9943506683464,1932.7581758190292,2287.795220463464,ok,
refine,4,2289.519410416,177.01941041600003,233.46600627288626,0.18981160223312443,0.1672109663119011,0.1540365733145925,8813.649981890176,2017.6071311510836,1930.0917333763623,2290.080765666618,ok,
refine,3,2297.019410416,184.51941041600003,234.23079343261972,0.19068758945740452,0.16713752921226543,0.15364488665143264,8752.626275993549,2001.6552533899724,1910.79290953204,2283.4627631888015,ok,
refine,4,2302.019410416,189.51941041600003,234.74065153910868,0.19127232423150597,0.16708920383145223,0.1533853818263157,8721.247057699926,1994.2309755977294,1901.040071201457,2282.6293932639096,ok,
local,2,2312.019410416,199.51941041600003,235.7603677520866,0.19244357497548226,0.16699405735039935,0.15287022142874998,8660.133759543138,1979.5016446969878,1881.7083273437422,2280.9432724106327,ok,
refine,5,2318.269410416,205.76941041600003,236.39769038519782,0.19317681098728395,0.1669356003767512,0.15255082855524066,8635.863242546533,1973.5781136661387,1872.8495881458066,2283.5816456402454,ok,
refine,3,2322.019410416,209.51941041600003,236.78008396506453,0.19361719666192595,0.16690089588379806,0.15236013811081867,8600.231121848963,1964.416720103877,1862.2005135471734,2278.636680893965,ok,
refine,5,2324.519410416,212.01941041600003,237.03501301830903,0.19391097198518378,0.16687791279993142,0.15223340289640575,8603.776229523919,1965.9711714284417,1862.3877677270782,2284.214408578843,ok,
refine,4,2327.019410416,214.51941041600003,237.2899420715535,0.19420489512082606,0.16685505187050825,0.15210697990238645,8585.200164727743,1961.1830314244007,1856.565646957022,2282.4177452496006,ok,
refine,6,2335.144410416,222.64441041600003,238.11846149459808,0.1951611652480223,0.1667815929395179,0.15169824932429377,8520.149080175244,1944.299859535405,1836.432655620037,2274.909677593153,ok,
local,2,2337.019410416,224.51941041600003,238.30965828453142,0.19538206431003147,0.1667648221912201,0.15160439009059226,8499.573654686834,1938.9238144629896,1830.395108679054,2271.4187460333787,ok,
refine,6,2338.269410416,225.76941041600003,238.43712281115367,0.19552937642945953,0.16675367929191665,0.15154191330537245,8518.14479266135,1944.567989697956,1835.115656658405,2279.9006216317675,ok,
refine,4,2339.519410416,227.01941041600003,238.56458733777592,0.1956767254006503,0.16674256641844218,0.15147951320627606,8513.023786990367,1943.3993880786184,1833.377598242841,2280.3995563858493,ok,
refine,7,2342.331910416,229.83191041600003,238.85138252267595,0.19600839527759537,0.16671767199684254,0.15133939273102667,8487.153365834947,1936.541047812892,1825.4760397771997,2276.5390704516335,ok,
refine,5,2343.269410416,230.76941041600003,238.94698091764263,0.19611899333312338,0.16670940749326493,0.15129277179849737,8490.30440344565,1937.6831746623614,1826.0964625463769,2279.2843590711454,ok,
refine,7,2343.894410416,231.39441041600003,239.01071318095376,0.1961927368751052,0.16670390715112868,0.15126171499131977,8487.400548463607,1936.938712663322,1825.0811147034367,2279.340568276653,ok,
refine,6,2344.519410416,232.01941041600003,239.07444544426488,0.19626648961972365,0.16669841426386575,0.1512306772179734,8486.080549872095,1936.7947813069222,1824.6288663077191,2280.1031166553066,ok,
refine,3,2347.019410416,234.51941041600003,239.32937449750935,0.1965615926017151,0.16667651714961568,0.15110671615878293,8446.603404052188,1926.1708251667928,1813.3400083240026,2271.3039824742023,ok,
refine,6,2347.644410416,235.14441041600003,239.39310676082047,0.19663539134238392,0.16667106145132382,0.15107577332664654,8448.464282903127,1926.5681676719216,1813.4226752709474,2272.700293654183,ok,
refine,7,2348.581910416,236.08191041600003,239.48870515578716,0.19674610669513048,0.1666628918160354,0.15102939459140213,8446.264135668713,1926.1926216171066,1812.5998123330357,2273.646045299052,ok,
refine,5,2349.519410416,237.01941041600003,239.58430355075384,0.19685684273454862,0.16665473885833826,0.1509830584263652,8446.071342641715,1926.4985380948801,1812.4239726078833,2275.4031443977915,ok,
refine,7,2350.144410416,237.64441041600003,239.64803581406497,0.19693067825152363,0.16664931280910994,0.15095219127463097,8444.831203120215,1926.3190005876922,1811.939323355073,2276.113200480506,ok,
