scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.13370944852050679,0.13370944852050679,0.13370944852050679,4983.589560510208,1233.7939668262877,1383.306345179657,1166.2069370730853,ok,
refine,1,2022.5,206.237604074786,0.13356678493638457,0.13356678493638457,0.13356678493638457,4966.876280892325,1230.26455382488,1379.3490495844223,1162.8709482812203,ok,
focus,0,2047.5,208.7868946072308,0.13343495748488507,0.13343495748488507,0.13343495748488507,4951.812361967577,1223.2960807771128,1371.5357651412462,1156.2843719937493,ok,
refine,1,2072.5,211.33618513967565,0.1333135709697252,0.1333135709697252,0.1333135709697252,4932.736374598839,1218.3200071048652,1365.9564253425615,1151.5810046090057,ok,
focus,0,2097.5,213.88547567212046,0.13320224871904768,0.13320224871904768,0.13320224871904768,4919.87772676022,1214.3234587185714,1361.475361970574,1147.8034810895126,ok,
refine,1,2122.5,216.43476620456528,0.13310063149419474,0.13310063149419474,0.13310063149419474,4913.026675154675,1212.5020822266665,1359.4331738883623,1146.0819224166296,ok,
focus,0,2147.5,218.9840567370101,0.13300837647484925,0.13300837647484925,0.13300837647484925,4914.9638280649715,1212.3850241285227,1359.30192444377,1145.971279512767,ok,
refine,2,2165.0,220.76856010972148,0.13294919258455243,0.13294919258455243,0.13294919258455243,4884.052213219576,1202.3017776590448,1347.9962521341204,1136.4406303100886,ok,
refine,1,2172.5,221.53334726945494,0.13292515631438556,0.13292515631438556,0.13292515631438556,4886.281026835805,1203.5943686780379,1349.4455483042939,1137.6623828083386,ok,
refine,2,2177.5,222.0432053759439,0.13290956869568288,0.13290956869568288,0.13290956869568288,4883.6216754329025,1202.6668806099042,1348.4056177421312,1136.7857243388853,ok,
refine,2,2190.0,223.3178506421663,0.13287210990251314,0.13287210990251314,0.13287210990251314,4886.123860292866,1202.222134799065,1347.9069539026964,1136.36535215813,ok,
focus,0,2197.5,224.08263780189975,0.13285065825983816,0.13285065825983816,0.13285065825983816,4872.937851404021,1199.3242883056548,1344.6577917447216,1133.6263178148256,ok,
refine,2,2202.5,224.5924959083887,0.1328367787578083,0.1328367787578083,0.1328367787578083,4872.103916077463,1199.1823723132688,1344.4986707998683,1133.4921793164983,ok,
refine,2,2215.0,225.8671411746111,0.13280353864091093,0.13280353864091093,0.13280353864091093,4871.900085014641,1199.6396859493218,1345.0114261041838,1133.9244305615723,ok,
refine,1,2222.5,226.63192833434456,0.13278458333139573,0.13278458333139573,0.13278458333139573,4855.9600211995485,1193.4640778305145,1338.0871282686212,1128.0872674245084,ok,
refine,2,2227.5,227.14178644083353,0.13277235373456342,0.13277235373456342,0.13277235373456342,4867.864445275047,1198.437834899934,1343.6638706149356,1132.7884451643831,ok,
refine,2,2240.0,228.41643170705595,0.1327431890025077,0.1327431890025077,0.1327431890025077,4863.71248221102,1197.182636612513,1342.2565004227886,1131.602036144885,ok,
refine,3,2243.75,228.79882528692266,0.13273482837297837,0.13273482837297837,0.13273482837297837,4861.805044044661,1196.5188604668228,1341.512252465263,1130.9746372597315,ok,
focus,0,2247.5,229.18121886678938,0.13272664555678287,0.13272664555678287,0.13272664555678287,4852.130552383362,1192.8847166406367,1337.4375291755605,1127.5396572595598,ok,
refine,3,2250.0,229.43614792003387,0.13272128868329386,0.13272128868329386,0.13272128868329386,4856.9072472850485,1194.6674505361618,1339.436389889629,1129.224691085858,ok,
refine,2,2252.5,229.69107697327834,0.1327160101678339,0.1327160101678339,0.1327160101678339,4864.345417287584,1195.917172335217,1340.8376196603297,1130.4059237477582,ok,
refine,3,2256.25,230.07347055314509,0.13270823873445023,0.13270823873445023,0.13270823873445023,4854.239155315004,1194.1747082806685,1338.8839108353295,1128.758952833931,ok,
refine,3,2262.5,230.71079318625627,0.13269567438405053,0.13269567438405053,0.13269567438405053,4856.647086435321,1193.4060457286437,1338.0220607401054,1128.0324156853292,ok,
refine,2,2265.0,230.96572223950076,0.1326907836920466,0.1326907836920466,0.1326907836920466,4862.9377988984,1195.8454860908384,1340.7572426517431,1130.338166160963,ok,
refine,3,2268.75,231.34811581936748,0.132683591534207,0.132683591534207,0.132683591534207,4852.341610473568,1193.889093799621,1338.5636703513355,1128.4889910280472,ok,
refine,1,2272.5,231.7305093992342,0.13267657125630028,0.13267657125630028,0.13267657125630028,4856.237131136626,1193.6571393958682,1338.303595336057,1128.2697485390458,ok,
refine,3,2275.0,231.9854384524787,0.13267198613093062,0.13267198613093062,0.13267198613093062,4849.044127616825,1192.7268827699602,1337.260560574561,1127.3904732384933,ok,
refine,2,2277.5,232.24036750572319,0.13266747675482282,0.13266747675482282,0.13266747675482282,4863.302184801833,1195.2896988010964,1340.1340754019182,1129.8128379637526,ok,
refine,4,2279.375,232.43156429565653,0.1326641442798982,0.1326641442798982,0.1326641442798982,4844.491511762311,1190.9390235687492,1335.2559531967818,1125.7005949912343,ok,
refine,3,2281.25,232.6227610855899,0.13266085416353035,0.13266085416353035,0.13266085416353035,4846.330191334975,1191.81674498519,1336.2400837288953,1126.5302141960308,ok,
refine,4,2282.5,232.75022561221215,0.13265868423242783,0.13265868423242783,0.13265868423242783,4843.584533106201,1190.6788183603423,1334.9642024369034,1125.4546499407445,ok,
refine,4,2285.625,233.06888692876774,0.13265334135414333,0.13265334135414333,0.13265334135414333,4842.653671335668,1190.4080763792385,1334.6606374959797,1125.1987455696524,ok,
refine,3,2287.5,233.2600837187011,0.1326501916640226,0.1326501916640226,0.1326501916640226,4843.958728266644,1191.0543067428032,1335.3852125372744,1125.809560243071,ok,
refine,4,2288.75,233.38754824532333,0.13264811515405772,0.13264811515405772,0.13264811515405772,4841.712199064287,1190.1325318358497,1334.351687762013,1124.9383018335304,ok,
refine,2,2290.0,233.51501277194558,0.13264605723443507,0.13264605723443507,0.13264605723443507,4841.618308508091,1190.14498674377,1334.3656526202578,1124.9500741688194,ok,
refine,4,2291.875,233.70620956187895,0.13264300514379174,0.13264300514379174,0.13264300514379174,4840.767514856812,1189.8554407379143,1334.041003979497,1124.6763962994744,ok,
refine,3,2293.75,233.8974063518123,0.13263999470655,0.13263999470655,0.13263999470655,4841.792871867389,1190.380275045786,1334.6294657134852,1125.1724678467676,ok,
refine,4,2295.0,234.02487087843454,0.13263801083755603,0.13263801083755603,0.13263801083755603,4839.823915729131,1189.5786157456612,1333.7306185635487,1124.4147422875758,ok,
focus,0,2297.5,234.27979993167904,0.1326340983746616,0.1326340983746616,0.1326340983746616,4847.492706199255,1190.9304074711554,1335.2462925407342,1125.6924510860035,ok,
refine,4,2298.125,234.34353219499016,0.13263313175213384,0.13263313175213384,0.13263313175213384,4861.441661404305,1195.3649515196053,1340.218451260274,1129.8839665693883,ok,
refine,3,2300.0,234.5347289849235,0.1326302594068099,0.1326302594068099,0.1326302594068099,4839.754900988124,1189.760972739796,1333.9350833086387,1124.5871054789363,ok,
refine,4,2301.25,234.66219351154575,0.13262836740686332,0.13262836740686332,0.13262836740686332,4836.762342424903,1188.5144355020827,1332.537424174349,1123.408882853249,ok,
refine,2,2302.5,234.789658038168,0.1326264936888129,0.1326264936888129,0.1326264936888129,4848.090490273077,1191.4024275165254,1335.7755371617689,1126.1386027775914,ok,
