scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1800.0,183.5489183360271,0.08361757533446255,0.17732304390271106,0.19275985183035804,18778.905799837088,4575.270063782589,5249.091553654291,2157.045287393869,ok,
focus,0,2000.0,203.94324259558567,0.09597380264680905,0.17397656873530792,0.1772487344993318,12363.06214283803,2956.5987874935654,3179.0350973189584,1630.6638712986248,ok,
focus,0,2200.0,224.33756685514422,0.10887363906245565,0.17169567603541036,0.16491850677226014,9917.394175203233,2340.079035476828,2372.216310355951,1483.5562391747667,ok,
