wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5370.085439022582,1159.1766148808676,1247.7426986609366,1131.3070802481657
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5362.781747440607,1159.7063718943923,1248.3129506962318,1131.8240944897004
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5356.605242397136,1160.6102459978292,1249.285917611206,1132.7062268109353
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5446.397458361636,1203.141145555886,1295.0679108962809,1174.2140883689794
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5612.779231333036,1278.27516877261,1375.9452349625928,1247.540838246949
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5793.397288013906,1359.736212355191,1463.6332215569512,1327.0424183812695
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,5985.829532419801,1446.6129824812044,1557.1509168765347,1411.8294552055947
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6197.163864821387,1541.4821112164702,1659.2719126666666,1504.4166024936599
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6425.640810388112,1644.1001332186074,1769.734132912359,1604.5662512169533
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6676.9310967603205,1756.48008404774,1890.7044911154167,1714.2430153904454
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,6954.21079177537,1880.0247303940864,2023.6929824995327,1834.815919562896
