wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5339.843389009318,1163.2743206616808,1272.0169175794329,1121.1774038388423
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5333.234755056434,1164.112109090649,1272.9330588189082,1121.984859980002
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5328.0656319946165,1165.1365139481284,1274.0532694871454,1122.9721760667426
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5400.924495183454,1204.1582779262,1316.724480954483,1160.5811497330185
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5536.072330486149,1272.6011941796658,1391.5684104737659,1226.5460773171792
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5683.347025724015,1346.5052151356056,1472.384185697807,1297.7743892798505
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,5837.34758310992,1423.9177565784005,1557.0366101239765,1372.3841950845706
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6003.91468187075,1507.4968431270768,1648.432295833357,1452.9372850685843
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6182.446925274647,1597.057423307614,1746.3688847115202,1539.2553075813287
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6374.529320087535,1692.9371015014694,1851.2155550447571,1631.6636439740673
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,6578.604813006996,1794.9207963824053,1962.7371103729656,1729.954999980474
