wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,3873.488662539581,836.4859731024668,900.3853432189533,816.3784372099291
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,3867.438300734951,836.5504083796678,900.4547039768678,816.441322561363
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,3865.225977130951,837.6408253870947,901.6284732747355,817.5055106847068
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,3928.7992903895156,867.9554952671759,934.2604191613874,847.0909916793562
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,4048.1555272314818,922.0677832729581,992.5090908768548,899.9016630376477
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,4174.266012885335,979.7209762064,1054.5693369372264,956.1680664179448
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,4312.74006855427,1042.3665112064957,1122.0035434204278,1017.3067260991041
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,4463.40231356219,1110.2805577226213,1195.1089903748064,1083.5871685522413
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,4626.0548948670485,1183.7726553495836,1274.2188788329797,1155.3114877086266
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,4803.373669295772,1263.6828598423679,1360.2374790392519,1233.2995326272103
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,4998.833967778165,1351.3952679092927,1454.6546890880572,1318.9021069624841
