scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1462.5,700.0,149.133496148022,0.10196095715984652,0.1958058468329243,0.20579170409455255,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
global,1,1612.5,550.0,164.42923934269095,0.11653570306970394,0.18981495124918082,0.1890012879238765,21229.682652962118,5503.591225277217,5818.101125477046,3378.3302890287023,ok,
global,1,1762.5,400.0,179.72498253735986,0.13173987941953247,0.18517871199941816,0.1752788386385863,13857.559165919338,3504.612413125204,3521.9075007848573,2492.8312380534885,ok,
global,1,1862.5,300.0,189.92214466713915,0.14221330294994747,0.18268127214645594,0.16746891393083166,11740.379826548073,2929.492930335709,2851.2286613007577,2280.167341783726,ok,
global,1,1962.5,200.0,200.11930679691844,0.15294871327860363,0.18057550280226958,0.1605387362357376,10364.79783582077,2555.941244973658,2412.4926105272416,2164.5415700136637,ok,
global,1,2062.5,100.0,210.31646892669772,0.16393990998423658,0.17880575761368514,0.15436034235146254,9431.168037240823,2303.160152633309,2110.9631746850346,2111.3263945371027,ok,
global,1,2112.5,50.0,215.41504999158735,0.16952960597438926,0.17803238454944037,0.15151970115151148,9056.641459959505,2202.7151088184405,1990.3574432604676,2097.166391910733,ok,
seed,0,2162.5,0.0,220.51363105647698,0.1751811099843143,0.17732667872022204,0.14882943857014722,8712.92905695066,2109.585820180251,1879.7782718049712,2083.7156856113697,ok,
local,2,2186.724823364,24.224823363999803,222.9838755705567,0.1779412720491224,0.1770077645616344,0.1475770223741897,8595.180080324964,2078.997496289774,1840.2964357025385,2089.6155715412065,ok,
global,1,2212.5,50.0,225.61221212136664,0.18089375704832128,0.17668420493068113,0.14627935944678758,8425.712854141766,2032.6027361983076,1786.6052368634778,2080.685522186459,ok,
refine,3,2221.724823364,59.2248233639998,226.55288231597945,0.18195434963764007,0.17657225236523158,0.14582344333940292,8400.441211339068,2026.3656500008879,1776.7791488746598,2087.7853684540028,ok,
local,2,2236.724823364,74.2248233639998,228.08245663544636,0.1836833098344291,0.17639444974771715,0.14509146759070682,8322.639010547307,2005.8620943871895,1751.7374253639412,2088.40104260912,ok,
refine,3,2246.724823364,84.2248233639998,229.1021728484243,0.1848389606365676,0.1762787873934483,0.14460982902927833,8274.832591381088,1993.4242971197739,1736.2209448039348,2089.8796002773815,ok,
local,2,2261.724823364,99.2248233639998,230.63174716789118,0.18657694039569153,0.1761085373433,0.1438967830697705,8190.299783743548,1970.3831606120157,1709.3221304685735,2087.162518883959,ok,
global,1,2262.5,100.0,230.71079318625627,0.18666690308112163,0.17609979943391313,0.14386024012110796,8200.555721613833,1973.729903498059,1711.8910715146083,2091.8196869350218,ok,
local,2,2286.724823364,124.2248233639998,233.181037700336,0.18948554172096754,0.17583326092955576,0.1427329159490206,8083.180012276825,1941.731795829565,1673.4912214009003,2092.147687673782,ok,
refine,4,2289.224823364,126.7248233639998,233.43596675358046,0.18977722229861155,0.17580646569594477,0.14261817503155158,8073.562778278203,1939.5466092663826,1670.5209661676395,2093.329101931777,ok,
refine,3,2296.724823364,134.2248233639998,234.20075391331392,0.19065315693890292,0.17572686690329173,0.14227572033616578,8038.385233222171,1929.8057154528237,1658.8884702347527,2093.3771179206224,ok,
refine,4,2301.724823364,139.2248233639998,234.71061201980288,0.19123785670136215,0.17567445255704317,0.1420488809867994,8016.446017028659,1923.9725292511598,1651.730518956386,2094.0747243789874,ok,
local,2,2311.724823364,149.2248233639998,235.7303282327808,0.19240903752801497,0.1755711723954601,0.14159868117609284,7977.088688515304,1913.8652492001324,1638.8138920793003,2097.063888495584,ok,
global,1,2312.5,150.0,235.80937425114593,0.1924999238149432,0.17556325200376827,0.1415639751372855,7946.625589755408,1904.713145415017,1630.5938916413866,2088.115895822968,ok,
refine,5,2317.974823364,155.4748233639998,236.36765086589202,0.19314222991292856,0.17550766123669986,0.14131964020173426,7951.281274544485,1906.9878180033193,1630.2966870310177,2098.2494981230966,ok,
refine,3,2321.724823364,159.2248233639998,236.75004444575873,0.19358258943771015,0.17546993486993384,0.14115306994561821,7929.925300790522,1900.9496397660919,1623.5634673417544,2096.8252648616726,ok,
refine,5,2324.224823364,161.7248233639998,237.00497349900323,0.19387634733864675,0.1754449415826739,0.14104237716433948,7921.045843057591,1898.9731436210207,1620.836765662479,2098.1225358587126,ok,
refine,4,2326.724823364,164.2248233639998,237.2599025522477,0.19417025306068886,0.17542007392362868,0.14093196656299398,7912.800026220347,1896.772687239229,1617.9206285716125,2099.1658007049473,ok,
refine,6,2332.349823364,169.8498233639998,237.83349292204778,0.19483208102330712,0.17536457894083893,0.14068456973129667,7876.777809067937,1886.3426200495946,1606.7089503232748,2095.3993348557433,ok,
refine,6,2335.474823364,172.9748233639998,238.1521542386034,0.19520008611228973,0.1753340206544278,0.14054773854497804,7874.703202709444,1886.5369787066925,1605.5956900742726,2099.9414238416693,ok,
local,2,2336.724823364,174.2248233639998,238.27961876522562,0.19534735268243575,0.17532185156032157,0.14049312784676776,7848.873620454298,1878.7804783626125,1598.4213096180026,2093.030694748768,ok,
refine,4,2339.224823364,176.7248233639998,238.53454781847012,0.19564199640286137,0.17529760605010672,0.14038411459632721,7858.095808655619,1882.14504389049,1600.3244188005892,2100.2318239701835,ok,
refine,7,2339.537323364,177.0373233639998,238.56641395012568,0.19567883723200596,0.1752945840349048,0.14037050741983007,7847.511390411253,1878.4133388291252,1597.0267524680269,2096.503846509466,ok,
refine,7,2341.099823364,178.5998233639998,238.7257446084035,0.19586307591467061,0.17527950281713814,0.14030253634871725,7844.76011185987,1877.8869023651232,1595.9362295887681,2098.060469139889,ok,
refine,6,2341.724823364,179.2248233639998,238.78947687171458,0.19593678750230362,0.17527348378292848,0.1402753781332966,7838.1904192457905,1876.154512174049,1594.2114887480557,2096.9877053154873,ok,
refine,5,2342.974823364,180.4748233639998,238.91694139833683,0.19608423829624583,0.17526146874300405,0.14022111342023766,7847.143719328859,1879.3767883434757,1596.441248280915,2102.316720967457,ok,
refine,7,2344.224823364,181.7248233639998,239.04440592495908,0.19623172590746374,0.1752494843670751,0.14016691757231672,7843.200075098402,1878.3190549503481,1595.035927157266,2102.8577041536123,ok,
refine,6,2344.849823364,182.3498233639998,239.1081381882702,0.19630548351669289,0.17524350366288372,0.14013984543837363,7836.240643997869,1876.4015306693216,1593.156805031024,2101.572262220566,ok,
refine,7,2345.787323364,183.2873233639998,239.2037365832369,0.19641613718184825,0.1752345469442137,0.14009926943633735,7816.434164560612,1869.9341103040806,1587.2857161257557,2095.6164332308704,ok,
refine,3,2346.724823364,184.2248233639998,239.29933497820355,0.19652681154515197,0.1752256074124736,0.14005873203180116,7808.03096017097,1868.1327789240117,1585.304143322671,2094.88438315836,ok,
refine,7,2347.349823364,184.8498233639998,239.36306724151467,0.19660060595108994,0.1752196572628374,0.14003172851566648,7812.004664441558,1868.8180101826154,1585.713646990869,2096.517608216812,ok,
refine,6,2347.974823364,185.4748233639998,239.4267995048258,0.1966744095533519,0.1752137147366903,0.1400047421197484,7811.290327239923,1868.7551987594238,1585.4081036502453,2097.3046376355933,ok,
refine,7,2348.912323364,186.4123233639998,239.52239789979248,0.19678513219735788,0.1752048152282851,0.1399642945963889,7815.6424993973405,1870.6703550248503,1586.6558872210392,2100.743809574257,ok,
