wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5660.180435160032,1246.8647712112981,1368.7279393468912,1184.9700430652056
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5650.778980781762,1246.785839601749,1368.6412900046532,1184.8950313190087
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5643.446599953757,1247.472369262386,1369.394946795147,1185.5474668762565
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5727.173269644852,1290.7808890728836,1416.9380638851542,1226.7052199585185
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5882.548397618462,1367.3371355545005,1500.9799806612225,1299.4595672181863
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,6044.721634205659,1447.4121982904878,1588.8845914402398,1375.5579809842357
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,6224.0243938567555,1535.1592688337046,1685.2113605934776,1458.9473990228116
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6411.802900079781,1627.2596927818993,1786.3171436315974,1546.473976338728
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6615.226575959622,1726.9553555554278,1895.7608097746725,1641.2186014092606
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6836.782124228086,1834.9857515511774,2014.3541594123699,1743.8840442188368
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,7081.212050802596,1953.5592220593792,2144.5214601625,1856.5689764824535
