wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,4654.801795762583,1057.5712394940113,1182.669719602176,1029.3364927149992
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,4647.932773983467,1057.7498520644629,1182.869470827359,1029.5103342877292
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,4642.983688097994,1058.6404309406084,1183.8654490005765,1030.3771245258279
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,4728.970744746686,1099.2308889250342,1229.259755194269,1069.8833532083768
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,4887.636617865888,1171.354235335643,1309.9188419168972,1140.080181678297
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5061.454283178625,1249.9051506879484,1397.7661952201188,1216.5328895123018
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,5250.141513044893,1335.1863980747435,1493.1404099663946,1299.5361525670944
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,5455.156894369398,1427.8871083409576,1596.8121750844912,1389.7606940151604
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,5681.275330622325,1529.705646470595,1710.6808556947076,1488.8595130778992
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,5932.019528111043,1642.200522615369,1836.4894103776046,1598.349489867413
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,6212.82965403296,1767.757160211975,1976.9055755240483,1720.5523297419152
