wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5713.06343493454,1294.6955432827167,1434.8259858351357,1267.8151173937856
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5710.42641133225,1297.1261590329357,1437.5197898728866,1270.1952472315293
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5705.593770343625,1298.935569932641,1439.5251246886166,1271.9670751606202
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5798.816508799205,1345.5607231616332,1491.1988727986143,1317.6237851443748
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5974.01342734538,1428.8261165210536,1583.4802845422457,1399.1596869702237
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,6164.018965443639,1519.4016503931032,1683.8633824646458,1487.8538916049968
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,6363.724589259793,1613.969518818338,1788.6711069198298,1580.4575066809034
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6593.362981974486,1722.1106641541626,1908.5218294893657,1686.3524704070203
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6836.346521510085,1836.8052680642743,2035.6356224010792,1798.664771917471
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,7106.975591402821,1963.905734184399,2176.4985904796627,1923.125255552689
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,7391.108250156481,2097.273601920461,2324.307597551738,2053.7229616550408
