wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg
2150.0,219.2389857902546,0.1055989351527568,0.13383693180396872,0.1521233116809684,10964.735610233944
