scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1462.5,650.0,149.133496148022,0.10196095715984652,0.18599230036997222,0.1704830787280772,11972.564202194444,3059.5711036355087,2900.6409397387692,1677.0627906128707,ok,
global,1,1612.5,500.0,164.42923934269095,0.11653570306970394,0.18027041140763791,0.15697289181440124,9320.941467391127,2308.220881624994,2078.8824604421334,1491.975653896398,ok,
global,1,1712.5,400.0,174.62640147247023,0.126603477097509,0.17718944712129295,0.149400827978586,8324.351240054719,2026.9241018267155,1767.6639837899133,1448.0884916005948,ok,
global,1,1862.5,250.0,189.92214466713915,0.14221330294994747,0.17343484985103863,0.13973262931019542,7343.311502130432,1749.8558921398437,1458.185455251138,1434.6831679957652,ok,
global,1,1962.5,150.0,200.11930679691844,0.15294871327860363,0.1714081630559211,0.13421283964170522,6874.02122698749,1617.9194332890331,1310.282863366417,1443.51419017864,ok,
local,2,1973.836796647,138.66320335299997,201.2753383313364,0.15418201898723394,0.17119932703988455,0.13362762012741997,6830.083536463794,1605.6456914092566,1296.2524440502532,1445.8766100522762,ok,
refine,3,2008.836796647,103.66320335299997,204.84434507675914,0.15801023997089242,0.17057955885468107,0.13186918079270735,6717.81643400156,1575.214918560084,1259.5285678366017,1458.9751117828598,ok,
global,1,2012.5,100.0,205.21788786180807,0.15841270900359258,0.17051681974388766,0.13168925094496917,6689.495701008265,1566.772091846691,1251.510405681217,1455.3869049321868,ok,
local,2,2023.836796647,88.66320335299997,206.37391939622606,0.1596604091293435,0.1703251491747412,0.13113722528168834,6656.7116875870515,1557.804096242501,1240.535379943979,1460.0951911820873,ok,
refine,3,2033.836796647,78.66320335299997,207.39363560920398,0.16076367510764078,0.1701591702124885,0.13065626238022957,6621.828023132254,1548.6535654687723,1229.9017562348129,1462.9742918800162,ok,
local,2,2048.836796647,63.66320335299997,208.92320992867087,0.16242328959905905,0.16991480370360978,0.12994519728195267,6571.810890552025,1534.5166182563694,1213.8069437676618,1466.6907187673432,ok,
global,1,2062.5,50.0,210.31646892669772,0.16393990998423658,0.16969707017248736,0.12930812213634432,6534.201281167086,1524.4608638895436,1201.4860622914698,1472.5717055780526,ok,
local,2,2073.836796647,38.66320335299997,211.4725004611157,0.1652018413827698,0.1695202558112696,0.128787017440359,6499.026964319925,1514.4170092688184,1189.9999636499274,1475.667754723236,ok,
refine,4,2076.336796647,36.16320335299997,211.72742951436018,0.16548055510749626,0.16948172781008713,0.12867300588925,6483.753127821785,1509.6952863947913,1185.5050523681439,1473.8836911600038,ok,
refine,3,2083.836796647,28.66320335299997,212.4922166740936,0.1663176304469242,0.16936713798333336,0.1283329087967561,6460.995965220569,1503.672770943144,1178.4388763011557,1476.4281491625316,ok,
refine,4,2088.836796647,23.66320335299997,213.00207478058257,0.16687645828185135,0.16929156733733589,0.12810778044304333,6444.37884987161,1498.6546573037601,1172.974949700033,1477.1039514694844,ok,
local,2,2098.836796647,13.663203352999972,214.0217909935605,0.1679959771205738,0.1691423791970128,0.12766132979792452,6425.244793574992,1494.2038744497893,1166.4569951982135,1483.9050964829096,ok,
refine,3,2108.836796647,3.6632033529999717,215.04150720653843,0.16911797562829917,0.16899576459249782,0.12721989375253506,6394.954502081082,1485.9148670899622,1156.9780340667176,1486.817623576269,ok,
refine,5,2110.086796647,2.4132033529999717,215.16897173316067,0.1692583995223593,0.16897761690845406,0.12716506328572322,6383.659697094451,1481.97952158846,1153.5340362203672,1484.270580216217,ok,
local,2,2111.336796647,1.1632033529999717,215.29643625978292,0.1693988620656839,0.16895950879950491,0.12711030992397238,6374.947604768782,1479.1370973146875,1150.9618146505545,1482.8177875308204,ok,
seed,0,2112.5,0.0,215.41504999158735,0.16952960597438926,0.16894269355634825,0.12705942762870234,6371.498522176121,1478.4616609564005,1150.0703376631157,1483.426518010083,ok,
refine,4,2113.836796647,1.3367966470000283,215.5513653130274,0.1696799030578563,0.16892341102790534,0.12700103396860682,6373.5350409319935,1479.4512926947248,1150.44955929122,1485.9050691617367,ok,
refine,5,2116.336796647,3.8367966470000283,215.80629436627189,0.1699610985203608,0.16888747072136126,0.1268920647955757,6366.413272290506,1477.2102432581578,1147.96990330407,1486.4292119227034,ok,
local,2,2123.836796647,11.336796647000028,216.57108152600532,0.1708056108873719,0.1687805890675854,0.1265669871389051,6334.9897774422925,1468.1351697527234,1138.698700056578,1485.5782018097902,ok,
refine,4,2126.336796647,13.836796647000028,216.8260105792498,0.17108742338939284,0.16874527310964701,0.12645923428909797,6346.918820392615,1472.5893374629666,1141.4389366422342,1492.8560826717692,ok,
refine,6,2126.961796647,14.461796647000028,216.88974284256093,0.171157900588497,0.16873646831665798,0.12643234321262964,6332.07047142947,1467.3052073081337,1137.1650619395598,1488.1920473873686,ok,
refine,5,2128.836796647,16.33679664700003,217.0809396324943,0.17136938994152195,0.16871011187376345,0.12635178284393386,6330.447299392738,1467.1925044389584,1136.5259196327809,1490.1468121586681,ok,
