wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,5499.581947592149,1187.3515339179191,1292.163937795372,1158.8042799535856
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,5490.793337043957,1187.3937163948315,1292.209845626884,1158.8454477734542
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,5483.6741127287005,1188.0287387387575,1292.9009501068815,1159.465195293771
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,5571.478559167092,1230.719830010113,1339.362314365664,1201.1293953146142
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,5730.198241111513,1305.0699130105518,1420.2786410764754,1273.6910618695063
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,5902.090963439592,1385.0680394364283,1507.3418193931805,1351.7649138475367
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,6090.409782589209,1472.1160771553753,1602.0775234482755,1436.7190985951536
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,6290.363175615896,1565.0431225006453,1703.2114409636588,1527.4108773553066
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,6505.001218479749,1664.4283937055231,1811.3739439565477,1624.4055358494113
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,6742.1514068545075,1773.6414659116108,1930.232192328201,1730.991597479049
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,7001.429157395305,1893.0377903369958,2060.1730290481482,1847.5159634408653
