wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2500.0,254.92905324448208,0.15315395289311975,0.15315395289311975,0.15315395289311975,4955.492194458082,1442.4360849686782,1589.7135911972032,1373.9900910723265
2525.0,257.4783437769269,0.15526310364538817,0.15526310364538817,0.15526310364538817,5040.460029637569,1486.5022240393744,1638.3463672713608,1416.0322295403128
2550.0,260.0276343093717,0.15738176901149975,0.15738176901149975,0.15738176901149975,5133.144843145727,1534.4786153816576,1691.2262545173203,1461.7334378779112
2575.0,262.57692484181655,0.1595099068712765,0.1595099068712765,0.1595099068712765,5231.115884913399,1585.022118916491,1747.1135343261851,1509.8874544776374
2600.0,265.12621537426134,0.16164747565243676,0.16164747565243676,0.16164747565243676,5333.8897917426275,1637.878222934061,1805.1939672958501,1560.2239872518383
2625.0,267.6755059067062,0.1637944343189916,0.1637944343189916,0.1637944343189916,5437.985492820962,1691.8205185866684,1864.7083845744341,1611.6186026075984
2650.0,270.224796439151,0.1659507423599757,0.1659507423599757,0.1659507423599757,5549.897435613771,1749.353949094451,1928.0632301266446,1666.3714336748587
2675.0,272.7740869715958,0.16811635977850206,0.16811635977850206,0.16811635977850206,5666.70767965635,1809.4018472618488,1994.2484097144534,1723.6215061878584
2700.0,275.32337750404065,0.17029124708112695,0.17029124708112695,0.17029124708112695,5789.542870031116,1872.5745939016597,2063.878678537545,1783.7953730529018
2725.0,277.87266803648544,0.17247536526751572,0.17247536526751572,0.17247536526751572,5922.554491880883,1940.4170752971359,2138.654344764252,1848.412014294786
2750.0,280.4219585689303,0.17466867582039763,0.17466867582039763,0.17466867582039763,6055.234968598208,2008.8039179214002,2214.0306550663504,1913.5651770640836
2775.0,282.9712491013751,0.17687114069580115,0.17687114069580115,0.17687114069580115,6199.845416878502,2082.6858413477757,2295.5251333257247,1983.951213382654
2800.0,285.5205396338199,0.17908272231355812,0.17908272231355812,0.17908272231355812,6350.91980471838,2160.0600612559338,2380.747020066726,2057.65722370074
2825.0,288.06983016626475,0.18130338354806919,0.18130338354806919,0.18130338354806919,6514.531131899803,2243.1898221937317,2472.434476473215,2136.883350447387
