wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,6417.719383920562,1462.6833772369657,1619.8416887648702,1424.3567080420908
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,6414.6183907681625,1465.1867491913356,1622.6141376855464,1426.7944593889638
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,6402.686672068987,1464.748262855506,1622.1285202900249,1426.3674670461407
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,6657.508031444091,1552.1303407974062,1718.9029318007056,1511.4590084064318
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,7125.694611315248,1713.9466536383673,1898.112202361017,1669.0336484376694
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,7674.743112492522,1901.5489789730068,2105.879115896379,1851.7183751171292
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,8338.725668950268,2127.331832217584,2355.930422372225,2071.5828078224213
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,9168.431612660226,2408.3414587764887,2667.1445967153395,2345.226360644267
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,10190.511698039712,2753.2202380521057,3049.092951492515,2681.0648712657476
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,11511.505846637046,3196.6225002449023,3540.154665712026,3112.8442798272067
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,13383.331876000659,3819.812982419784,4230.3292826584275,3719.69913998036
