wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw
2000.0,203.94324259558567,0.12575307476439954,0.12575307476439954,0.12575307476439954,4401.1636478489,950.3396216538382,1034.220267080151,927.4934507895873
2050.0,209.0418236604753,0.12596078484840958,0.12596078484840958,0.12596078484840958,4395.380083592065,950.7144897732275,1034.6282417588313,927.8593018335065
2100.0,214.14040472536493,0.12619481598781263,0.12619481598781263,0.12619481598781263,4390.554955090542,951.3992445955126,1035.3734708518039,928.5275855674497
2150.0,219.2389857902546,0.12869874861384828,0.12869874861384828,0.12869874861384828,4474.10945005886,988.5746522504941,1075.8320326990088,964.8087761921732
2200.0,224.33756685514422,0.13269809888952652,0.13269809888952652,0.13269809888952652,4627.768561170517,1054.053663855647,1147.0938374196876,1028.712756049317
2250.0,229.43614792003387,0.1367373929839905,0.1367373929839905,0.1367373929839905,4795.6830120042205,1125.5414744843285,1224.8951095532627,1098.4809993147223
2300.0,234.5347289849235,0.1408162475300786,0.1408162475300786,0.1408162475300786,4978.539345916584,1203.3849095979465,1309.6133045270087,1174.451988912251
2350.0,239.63331004981316,0.14493428971181266,0.14493428971181266,0.14493428971181266,5178.449989718658,1288.1614759832707,1401.8769317648582,1257.1893402839269
2400.0,244.7318911147028,0.14909115680581073,0.14909115680581073,0.14909115680581073,5397.610980048418,1381.1342367784578,1503.0606021000358,1347.9257348548422
2450.0,249.83047217959245,0.1532864957487278,0.1532864957487278,0.1532864957487278,5640.866913055427,1483.9653893010625,1614.9733101668076,1448.2833874583566
2500.0,254.92905324448208,0.15751996272900806,0.15751996272900806,0.15751996272900806,5914.699066105062,1599.3246615508008,1740.5205615723798,1560.867808473073
