scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.22896625027248024,0.22896625027248024,0.22896625027248024,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
refine,1,2032.5,207.25732028776392,0.22552128858572076,0.22552128858572076,0.22552128858572076,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
focus,0,2047.5,208.7868946072308,0.2240835584014681,0.2240835584014681,0.2240835584014681,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
refine,1,2057.5,209.80661082020876,0.2231375895916363,0.2231375895916363,0.2231375895916363,,,,,failed,Rotor outlet enthalpy too high. Reduce RPM!
refine,1,2082.5,212.35590135265358,0.2208154285648373,0.2208154285648373,0.2208154285648373,22140.57480029427,8808.225842846774,9761.925099261438,8625.28313806802,ok,
focus,0,2097.5,213.88547567212046,0.21945075480495985,0.21945075480495985,0.21945075480495985,20164.658220253365,7973.243197000501,8836.530115447205,7807.643776849453,ok,
refine,1,2107.5,214.9051918850984,0.21855261554207506,0.21855261554207506,0.21855261554207506,19044.332373119516,7498.391469970575,8310.26120622496,7342.655115475807,ok,
refine,1,2132.5,217.4544824175432,0.2163470632547434,0.2163470632547434,0.2163470632547434,16977.809602680558,6617.47846703558,7333.962503314119,6480.039408919546,ok,
focus,0,2147.5,218.9840567370101,0.21505038512152322,0.21505038512152322,0.21505038512152322,16049.276539584163,6219.817001149195,6893.242055268749,6090.63770270918,ok,
refine,1,2157.5,220.00377294998802,0.2141967811790151,0.2141967811790151,0.2141967811790151,15515.476922757498,5990.271100629954,6638.840809982588,5865.859661627059,ok,
refine,1,2182.5,222.55306348243286,0.2120998699949038,0.2120998699949038,0.2120998699949038,14263.747374187564,5451.553787115091,6041.790916669813,5338.331955164077,ok,
refine,2,2190.0,223.3178506421663,0.2114809307118818,0.2114809307118818,0.2114809307118818,13912.393059448279,5300.2634318461305,5874.118766162454,5190.184026514291,ok,
focus,0,2197.5,224.08263780189975,0.2108665835550442,0.2108665835550442,0.2108665835550442,13676.57702491191,5195.315203874179,5757.806691643821,5087.415660600486,ok,
refine,2,2202.5,224.5924959083887,0.21045954679880147,0.21045954679880147,0.21045954679880147,13473.514539819891,5110.248450433748,5663.528867649823,5004.115814442034,ok,
refine,1,2207.5,225.10235401487768,0.21005451642183362,0.21005451642183362,0.21005451642183362,13267.51834940624,5020.987769402596,5564.602995490706,4916.709152060117,ok,
refine,2,2215.0,225.8671411746111,0.2094507030954815,0.2094507030954815,0.2094507030954815,13000.129995406727,4905.2423613488545,5436.324616837811,4803.367872482832,ok,
refine,2,2227.5,227.14178644083353,0.2084541884872793,0.2084541884872793,0.2084541884872793,12622.40832149247,4741.320518756165,5254.6532352498525,4642.850823015994,ok,
refine,1,2232.5,227.6516445473225,0.20805898840120293,0.20805898840120293,0.20805898840120293,12476.22562718411,4677.896452270854,5184.361579165047,4580.744127188352,ok,
refine,2,2240.0,228.41643170705595,0.20746979657193282,0.20746979657193282,0.20746979657193282,12223.815242117336,4568.544533492536,5063.168979999881,4473.6635387920405,ok,
focus,0,2247.5,229.18121886678938,0.20688489617113182,0.20688489617113182,0.20688489617113182,12047.280669608685,4491.736116755704,4978.043709532805,4398.450496809278,ok,
refine,2,2252.5,229.69107697327834,0.2064973255288065,0.2064973255288065,0.2064973255288065,11889.55047182326,4422.982385654462,4901.845290085275,4331.124837936408,ok,
refine,1,2257.5,230.2009350797673,0.2061116305990436,0.2061116305990436,0.2061116305990436,11782.657157649564,4376.341417081896,4850.154014138403,4285.452641106932,ok,
refine,2,2265.0,230.96572223950076,0.20553657799246597,0.20553657799246597,0.20553657799246597,11622.494071798574,4306.072921717133,4772.27681099627,4216.643680885244,ok,
refine,3,2268.75,231.34811581936748,0.20525061084572976,0.20525061084572976,0.20525061084572976,11493.151303621897,4250.178799639687,4710.330445461038,4161.910526251885,ok,
refine,3,2275.0,231.9854384524787,0.20477629102789652,0.20477629102789652,0.20477629102789652,11342.534658662658,4184.320723268295,4637.341223683894,4097.420376949665,ok,
refine,2,2277.5,232.24036750572319,0.20458736093041763,0.20458736093041763,0.20458736093041763,11278.890779404044,4156.723091709282,4606.755306794591,4070.3959711715243,ok,
refine,3,2281.25,232.6227610855899,0.20430481591775465,0.20430481591775465,0.20430481591775465,11235.700014541097,4137.457537455357,4585.403668702862,4051.5305785168825,ok,
refine,1,2282.5,232.75022561221215,0.204210860204234,0.204210860204234,0.204210860204234,11193.7374356146,4119.08239754577,4565.03885946544,4033.53710555943,ok,
refine,3,2287.5,233.2600837187011,0.20383616219802794,0.20383616219802794,0.20383616219802794,11081.485717548381,4070.6250262669355,4511.334499819967,3986.0862342199416,ok,
