scan_stage,scan_pass,wing_loading_pa,seed_distance_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
global,1,1612.5,450.0,164.42923934269095,0.11653570306970394,0.17994812824599096,0.07874231648884697,6320.795123071416,1549.9689424724609,707.0486950618848,1003.6852475977971,ok,
global,1,1712.5,350.0,174.62640147247023,0.126603477097509,0.17680894982113984,0.07626076170468485,6072.589399874705,1463.1342586685062,657.8835386385235,1047.5829922250518,ok,
global,1,1812.5,250.0,184.8235636022495,0.1369434376403505,0.1741385370100332,0.07417354461605001,5868.150975273048,1392.2540949135441,618.1948407083875,1094.7822607883877,ok,
global,1,1912.5,150.0,195.02072573202878,0.14754865764183397,0.17186328643594123,0.07241883248055839,5711.8428422695315,1337.501083200106,587.510328461807,1148.17795979578,ok,
local,2,1935.258193392,127.24180660799993,197.34141561001974,0.14999859165084345,0.17139431734096344,0.07206059476525617,5679.8256761721095,1326.1697003443594,581.2372565961928,1160.5203951197218,ok,
global,1,1962.5,100.0,200.11930679691844,0.15294871327860363,0.17085494340252338,0.07165028913057662,5655.33663625499,1317.9202680130227,576.1544131867809,1179.6965540328363,ok,
refine,3,1970.258193392,92.24180660799993,200.9104223554425,0.15379235593983298,0.17070558956800677,0.07153701988534832,5645.9522441364115,1314.8923557493215,574.4245711736029,1184.5137398358145,ok,
local,2,1985.258193392,77.24180660799993,202.4399966749094,0.155427843247849,0.1704220365650648,0.0713224101297862,5616.530090170762,1304.2561299136576,569.0054723324125,1189.4025588246159,ok,
refine,3,1995.258193392,67.24180660799993,203.45971288788732,0.15652134937205378,0.1702367565450379,0.07118249881631288,5609.287534951578,1302.1655757811577,567.5867120707411,1197.1522597628452,ok,
local,2,2010.258193392,52.24180660799993,204.9892872073542,0.1581663657711866,0.16996435713399782,0.07097728031723086,5594.996855578684,1296.9809970770652,564.6173803919829,1206.8485933331672,ok,
global,1,2012.5,50.0,205.21788786180807,0.15841270900359258,0.16992420732513805,0.0709470822934427,5588.008665750678,1294.8626422440593,563.5677317019746,1207.0392998099398,ok,
local,2,2035.258193392,27.241806607999933,207.53857773979902,0.16092069732608338,0.16952471718847661,0.07064734106805967,5567.9864646007945,1287.5789471865103,559.3662918598212,1222.1250294125612,ok,
refine,4,2037.758193392,24.741806607999933,207.79350679304352,0.16119699651355773,0.16948171973671003,0.07061516111276071,5565.753017039891,1286.7864408478522,558.9093748943616,1223.7802869626628,ok,
refine,3,2045.258193392,17.241806607999933,208.55829395277695,0.16202683634383108,0.1693537636980554,0.07051949402804208,5551.434537836123,1282.1763495921916,556.5554343471528,1226.5995278784455,ok,
refine,4,2050.258193392,12.241806607999933,209.0681520592659,0.16258084723571287,0.16926931693323782,0.0704564379715653,5546.214671380542,1280.2117420156403,555.4850533790842,1229.5207818253368,ok,
local,2,2060.258193392,2.2418066079999335,210.08786827224387,0.16369074825943974,0.16910245829549378,0.07033203974738601,5532.276886860247,1274.9708331305342,552.8157066109767,1234.0727027361606,ok,
seed,0,2062.5,0.0,210.31646892669772,0.16393990998423658,0.16906542099487828,0.0703044630220919,5530.903179600238,1274.2134391656214,552.3763705343271,1235.4778479498725,ok,
refine,3,2070.258193392,7.7581933920000665,211.1075844852218,0.1648031502624699,0.16893827998542846,0.07020989913142037,5530.625727945178,1274.7460601383855,552.2729205881653,1243.437649733448,ok,
refine,5,2071.508193392,9.008193392000067,211.235049011844,0.16494237608483198,0.16891794421804576,0.07019478866524158,5520.454776197759,1270.474621739687,550.3904375947994,1240.4731927649743,ok,
refine,4,2075.258193392,12.758193392000067,211.61744259171076,0.16536028738721767,0.16885718380789855,0.0701496652347049,5519.7515732984375,1270.9465111352604,550.4038592082441,1244.5199894363632,ok,
refine,5,2077.758193392,15.258193392000067,211.87237164495522,0.16563908967659022,0.16881688186612648,0.070119755629203,5517.405029327348,1270.0693254531204,549.9218059365479,1246.0552867955105,ok,
local,2,2085.258193392,22.758193392000067,212.63715880468868,0.1664764304153735,0.16869695352374012,0.07003085022231183,5503.170962685822,1264.777977539735,547.3290091239351,1248.0233937860407,ok,
refine,4,2087.758193392,25.258193392000067,212.89208785793315,0.16675585499787485,0.1686573012801308,0.07000148791437627,5504.17338806412,1264.7317728110343,547.236641207641,1250.367446072979,ok,
refine,6,2088.383193392,25.883193392000067,212.95582012124427,0.1668257354215641,0.16864741339246217,0.06999416854369062,5505.398834884068,1265.2202710099157,547.4224724867713,1251.4470035104634,ok,
refine,5,2090.258193392,27.758193392000067,213.14701691117764,0.16703543493852716,0.16861781000022258,0.06997226120509209,5504.663196973022,1265.8099461724703,547.5702468361997,1253.824051144198,ok,
refine,6,2091.508193392,29.008193392000067,213.2744814377999,0.1671752831413516,0.16859812454068343,0.06995769854809987,5503.380807554403,1265.322115311098,547.3098118283821,1254.5366409750645,ok,
refine,7,2093.695693392,31.195693392000067,213.4975443593888,0.16742011087012848,0.16856377125121885,0.06993229499537144,5501.521396299673,1264.6818443078755,546.9450642408963,1255.994086297501,ok,
refine,3,2095.258193392,32.75819339200007,213.6568750176666,0.16759506055134837,0.16853930801919048,0.0699142126423481,5502.848193667031,1264.3638277748553,546.776321601505,1257.1696952006116,ok,
refine,5,2096.508193392,34.00819339200007,213.78433954428885,0.16773506391955398,0.16851978222525157,0.06989978449485383,5499.147137189133,1263.2467690091678,546.2464076244227,1257.259836537159,ok,
refine,6,2097.758193392,35.25819339200007,213.91180407091107,0.16787510605240089,0.1685002961687772,0.06988538982460374,5497.7084083188065,1263.2889583076917,546.1824218411026,1258.4943065866016,ok,
refine,7,2098.383193392,35.88319339200007,213.9755363342222,0.1679451416522319,0.16849056801982182,0.06987820502476282,5496.064622069177,1262.6371408907728,545.8758932951989,1258.4423772972357,ok,
refine,7,2099.945693392,37.44569339200007,214.1348669925,0.16812027303023047,0.16846629097405677,0.06986027952660011,5495.341895945274,1261.9445305689699,545.5488278172655,1259.2493247432653,ok,
refine,4,2100.258193392,37.75819339200007,214.16673312415557,0.16815530656937092,0.1684614429834537,0.06985670067691421,5500.937753052549,1263.7077352538702,546.2945196062232,1261.297903710153,ok,
refine,6,2100.883193392,38.38319339200007,214.2304653874667,0.16822538090986217,0.16845175441193916,0.0698495492200572,5493.797789908221,1261.8142723321055,545.4223408541076,1260.0110111791566,ok,
refine,7,2101.508193392,39.00819339200007,214.29419765077782,0.16829546493219202,0.1684420757126428,0.06984240608036908,5495.055675842996,1261.4814213651919,545.284431970113,1260.27293117417,ok,
refine,5,2102.758193392,40.25819339200007,214.42166217740004,0.1684356620170505,0.1684227478953719,0.06982814472285592,5498.972517497771,1262.9794893906114,545.8816345924185,1262.968434712068,ok,
refine,7,2103.070693392,40.57069339200007,214.4535283090556,0.16847071733733762,0.16841792209739728,0.06982458457013584,5786.521920842469,1328.281367503997,574.0776360161024,1328.5842283098036,ok,
refine,6,2104.008193392,41.50819339200007,214.54912670402229,0.168575897813317,0.16840345946108007,0.06981391654517523,5787.048613657286,1328.2330293981454,574.01866972532,1329.47948214986,ok,
refine,7,2106.195693392,43.69569339200007,214.77218962561122,0.1688214035741693,0.16836979925472562,0.06978909689564707,5789.159136271883,1328.513832450648,574.0501296150853,1331.9633815414963,ok,
refine,6,2107.133193392,44.63319339200007,214.8677880205779,0.16892665659671768,0.16835541021433495,0.06977849087551173,5790.829162874078,1328.6109847699763,574.0536424234765,1333.0051917646333,ok,
refine,5,2109.008193392,46.50819339200007,215.05898481051125,0.16913722790018296,0.1683266981483247,0.06975733445370036,5792.352516820266,1328.7095852991847,574.0204814386727,1334.993539008691,ok,
refine,7,2109.320693392,46.82069339200007,215.0908509421668,0.16917233157491515,0.1683219213487375,0.06975381558252504,5792.807031895718,1328.8022187975864,574.0480173788528,1335.4015968633921,ok,
local,2,2110.258193392,47.75819339200007,215.1864493371335,0.1692776570943552,0.16830760557634666,0.06974327129209655,5795.803738023697,1329.4569948315445,574.3020006564836,1337.0050986853532,ok,
global,1,2112.5,50.0,215.41504999158735,0.16952960597438926,0.1682734616476045,0.06971813197391527,5796.425852710794,1329.3200387337695,574.1458177592468,1339.1288337950155,ok,
refine,4,2112.758193392,50.25819339200007,215.44137839037796,0.16955863141557523,0.16826953725230653,0.06971524339338621,5796.660765992751,1329.4342694815703,574.181967999194,1339.5044589950564,ok,
refine,6,2113.383193392,50.88319339200007,215.5051106536891,0.16962889914085869,0.1682600444582184,0.06970825688139491,5797.281157245006,1329.5391811164268,574.2014006997508,1340.240933957443,ok,
refine,6,2119.633193392,57.13319339200007,216.1424332868003,0.1703321072206614,0.1681656484579678,0.06963883995092994,5803.64817177456,1330.0778167778778,574.1843567048728,1347.097952927581,ok,
refine,3,2120.258193392,57.75819339200007,216.20616555011142,0.17040248108238082,0.1681562618631657,0.06963194291840698,5804.854832083399,1330.314706467449,574.2642031425468,1347.9697601103169,ok,
refine,5,2121.508193392,59.00819339200007,216.33363007673367,0.1705432577271361,0.16813751747437294,0.06961817312042015,5806.270209256903,1330.635446924355,574.3503244418672,1349.5590941854505,ok,
refine,5,2134.008193392,71.50819339200007,217.60827534295606,0.17195314286169258,0.16795217136667995,0.0694822427462506,5820.038995252221,1332.103554322311,574.4949704723228,1363.720519201241,ok,
local,2,2135.258193392,72.75819339200007,217.7357398695783,0.17209434301387264,0.16793384505479397,0.0694688252286056,5823.492247117627,1332.8419035394932,574.7743812227981,1365.7458020936795,ok,
