scan_stage,scan_pass,wing_loading_pa,wing_loading_kg_per_m2,p_w_takeoff_kw_per_kg,p_w_climb_kw_per_kg,p_w_cruise_kw_per_kg,mtom_kg,p_total_climb_kw,p_total_cruise_kw,p_total_takeoff_kw,status,error
focus,0,1997.5,203.68831354234118,0.134223580727856,0.134223580727856,0.134223580727856,5026.1265619886,1094.8502565960384,1170.6269587548734,1072.964132399683,ok,
refine,1,2032.5,207.25732028776392,0.13404635767169779,0.13404635767169779,0.13404635767169779,5015.113502756454,1091.7428187018418,1167.304340468129,1069.9188437500661,ok,
focus,0,2047.5,208.7868946072308,0.1339769538226535,0.1339769538226535,0.1339769538226535,5005.428937248227,1088.5256294523072,1163.8643708866346,1066.7659987894076,ok,
refine,1,2057.5,209.80661082020876,0.13393280377865113,0.13393280377865113,0.13393280377865113,4997.955393889979,1085.7151251817995,1160.8592479518848,1064.0117050444992,ok,
refine,1,2082.5,212.35590135265358,0.13382966725302828,0.13382966725302828,0.13382966725302828,4994.035688967719,1085.209827781415,1160.3189602808432,1063.5165136712635,ok,
focus,0,2097.5,213.88547567212046,0.1337726301985523,0.1337726301985523,0.1337726301985523,4982.719606795664,1080.9281898224276,1155.740832233194,1059.3205091420584,ok,
refine,1,2107.5,214.9051918850984,0.13373657608989112,0.13373657608989112,0.13373657608989112,4978.881464492173,1080.02892765352,1154.7792989608572,1058.4392323573734,ok,
refine,1,2132.5,217.4544824175432,0.1336531753425054,0.1336531753425054,0.1336531753425054,4975.287060737289,1079.6454346474197,1154.369250258907,1058.063409271459,ok,
focus,0,2147.5,218.9840567370101,0.13360764468187336,0.13360764468187336,0.13360764468187336,4967.91910469661,1076.0751320350644,1150.5517153143865,1054.564513270542,ok,
refine,1,2157.5,220.00377294998802,0.13357912613836467,0.13357912613836467,0.13357912613836467,4971.770352123731,1078.2689762371656,1152.897476392277,1056.714480244995,ok,
refine,1,2182.5,222.55306348243286,0.13351410476303432,0.13351410476303432,0.13351410476303432,4954.191886337068,1072.657872000339,1146.8978206691731,1051.215598971732,ok,
refine,2,2190.0,223.3178506421663,0.1334963121600237,0.1334963121600237,0.1334963121600237,4955.589210593146,1073.637647963011,1147.945443064641,1052.1757792616954,ok,
focus,0,2197.5,224.08263780189975,0.13347929601023756,0.13347929601023756,0.13347929601023756,4949.159504857804,1071.4434155053077,1145.5992668456574,1050.025431796813,ok,
